,level_0,index,subject_id,task_part,timeout,stimulus,environment,score,isCatch,correct,block_condition,block_order,rewardMap,trial_num,age,gender,rest,subject_condition,rt0,rt1,response0,response1,is_optimal_first,is_optimal_second,optimal_score,categorical_age,trial_bin,is_optimal
3043,3,140,42,value training,False,./assets/img/canyon/memory/36.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",4,,,True,3,420.59999999403954,340.09999999403954,ArrowDown,ArrowRight,True,True,30.0,,0,True
3044,4,142,42,value training,False,./assets/img/canyon/memory/21.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",5,,,True,3,619.5,313.40000000596046,ArrowDown,ArrowRight,True,True,30.0,,0,True
3045,5,144,42,value training,False,./assets/img/canyon/memory/25.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",6,,,True,3,525.2000000029802,298.90000000596046,ArrowDown,ArrowRight,True,True,30.0,,5,True
3046,6,146,42,value training,False,./assets/img/canyon/memory/0.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",7,,,True,3,424.29999999701977,321.79999999701977,ArrowDown,ArrowRight,True,True,30.0,,5,True
3047,7,148,42,value training,False,./assets/img/canyon/memory/36.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",8,,,True,3,463.79999999701977,337.59999999403954,ArrowDown,ArrowRight,True,True,30.0,,5,True
3048,8,150,42,value training,False,./assets/img/canyon/memory/21.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",9,,,True,3,488.70000000298023,292.59999999403954,ArrowDown,ArrowRight,True,True,30.0,,5,True
3049,9,152,42,value training,False,./assets/img/canyon/memory/27.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",10,,,True,3,552.5,344.1000000089407,ArrowDown,ArrowRight,True,True,30.0,,5,True
3050,10,154,42,value training,False,./assets/img/canyon/memory/28.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",11,,,True,3,550.2999999970198,338.80000001192093,ArrowDown,ArrowRight,True,True,30.0,,10,True
3053,13,160,42,value training,False,./assets/img/canyon/memory/35.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",12,,,True,3,1068.5,509.70000000298023,ArrowDown,ArrowRight,True,True,30.0,,10,True
3054,14,162,42,value training,False,./assets/img/canyon/memory/3.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",13,,,True,3,600.4000000059605,371.09999999403954,ArrowDown,ArrowRight,True,True,30.0,,10,True
3055,15,164,42,value training,False,./assets/img/canyon/memory/19.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",14,,,True,3,566.1999999880791,260.5,ArrowDown,ArrowRight,True,True,30.0,,10,True
3057,17,168,42,value training,False,./assets/img/canyon/memory/35.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",15,,,True,3,452.8999999910593,360.1000000089407,ArrowDown,ArrowRight,True,True,30.0,,10,True
3058,18,170,42,value training,False,./assets/img/canyon/memory/1.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",16,,,True,3,535.0,527.7999999970198,ArrowDown,ArrowRight,True,True,30.0,,15,True
3059,19,172,42,value training,False,./assets/img/canyon/memory/11.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",17,,,True,3,617.0999999940395,432.5,ArrowDown,ArrowRight,True,True,30.0,,15,True
3060,20,174,42,value training,False,./assets/img/canyon/memory/13.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",18,,,True,3,409.79999999701977,314.20000000298023,ArrowDown,ArrowRight,True,True,30.0,,15,True
3061,21,176,42,value training,False,./assets/img/canyon/memory/7.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",19,,,True,3,608.7999999970198,337.0,ArrowDown,ArrowRight,True,True,30.0,,15,True
3062,22,178,42,value training,False,./assets/img/canyon/memory/24.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",20,,,True,3,546.7999999970198,271.8999999910593,ArrowDown,ArrowRight,True,True,30.0,,15,True
3063,23,180,42,value training,False,./assets/img/canyon/memory/33.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",21,,,True,3,497.80000001192093,327.59999999403954,ArrowDown,ArrowRight,True,True,30.0,,20,True
3065,25,184,42,value training,False,./assets/img/canyon/memory/29.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",22,,,True,3,572.2999999970198,314.09999999403954,ArrowDown,ArrowRight,True,True,30.0,,20,True
3067,27,188,42,value training,False,./assets/img/canyon/memory/33.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",23,,,True,3,524.0,314.5,ArrowDown,ArrowRight,True,True,30.0,,20,True
3068,28,190,42,value training,False,./assets/img/canyon/memory/7.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",24,,,True,3,943.2000000029802,276.5,ArrowDown,ArrowRight,True,True,30.0,,20,True
3070,30,194,42,value training,False,./assets/img/canyon/memory/1.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",25,,,True,3,499.79999999701977,457.79999999701977,ArrowDown,ArrowRight,True,True,30.0,,20,True
3071,31,196,42,value training,False,./assets/img/canyon/memory/19.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",26,,,True,3,465.5,383.5,ArrowDown,ArrowRight,True,True,30.0,,25,True
3072,32,198,42,value training,False,./assets/img/canyon/memory/29.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",27,,,True,3,570.1000000089407,370.40000000596046,ArrowDown,ArrowRight,True,True,30.0,,25,True
3073,33,200,42,value training,False,./assets/img/canyon/memory/32.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",28,,,True,3,646.4000000059605,367.40000000596046,ArrowDown,ArrowRight,True,True,30.0,,25,True
3075,35,204,42,value training,False,./assets/img/canyon/memory/13.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",29,,,True,3,414.0,309.20000000298023,ArrowDown,ArrowRight,True,True,30.0,,25,True
3076,36,206,42,value training,False,./assets/img/canyon/memory/22.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",30,,,True,3,502.1000000089407,409.0,ArrowDown,ArrowRight,True,True,30.0,,25,True
3077,37,208,42,value training,False,./assets/img/canyon/memory/30.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",31,,,True,3,518.2999999970198,255.40000000596046,ArrowDown,ArrowRight,True,True,30.0,,30,True
3078,38,210,42,value training,False,./assets/img/canyon/memory/30.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",32,,,True,3,560.7000000029802,686.5,ArrowDown,ArrowRight,True,True,30.0,,30,True
3079,39,212,42,value training,False,./assets/img/canyon/memory/11.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",33,,,True,3,397.0,387.30000001192093,ArrowDown,ArrowRight,True,True,30.0,,30,True
3080,40,214,42,value training,False,./assets/img/canyon/memory/27.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",34,,,True,3,384.20000000298023,461.3999999910593,ArrowDown,ArrowRight,True,True,30.0,,30,True
3081,41,216,42,value training,False,./assets/img/canyon/memory/38.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",35,,,True,3,600.5,526.2000000029802,ArrowDown,ArrowRight,True,True,30.0,,30,True
3082,42,218,42,value training,False,./assets/img/canyon/memory/38.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",36,,,True,3,514.2999999970198,420.6000000089407,ArrowDown,ArrowRight,True,True,30.0,,35,True
3083,43,220,42,value training,False,./assets/img/canyon/memory/16.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",37,,,True,3,515.5,279.59999999403954,ArrowDown,ArrowRight,True,True,30.0,,35,True
3084,44,222,42,value training,False,./assets/img/canyon/memory/0.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",38,,,True,3,510.0,276.69999998807907,ArrowDown,ArrowRight,True,True,30.0,,35,True
3085,45,224,42,value training,False,./assets/img/canyon/memory/32.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",39,,,True,3,367.20000000298023,493.6000000089407,ArrowDown,ArrowRight,True,True,30.0,,35,True
3086,46,226,42,value training,False,./assets/img/canyon/memory/16.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",40,,,True,3,477.90000000596046,380.29999999701977,ArrowDown,ArrowRight,True,True,30.0,,35,True
3087,47,228,42,value training,False,./assets/img/canyon/memory/28.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",41,,,True,3,487.69999998807907,354.40000000596046,ArrowDown,ArrowRight,True,True,30.0,,40,True
3088,48,230,42,value training,False,./assets/img/canyon/memory/22.jpg,canyon,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",42,,,True,3,457.79999999701977,443.5,ArrowDown,ArrowRight,True,True,30.0,,40,True
3120,80,316,42,value training,False,./assets/img/ocean/memory/24.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",1,,,True,3,1229.5,611.6000000089407,ArrowUp,ArrowLeft,True,True,26.0,,0,True
3122,82,320,42,value training,False,./assets/img/ocean/memory/38.jpg,ocean,10.0,False,False,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",2,,,True,3,387.5,313.79999999701977,ArrowUp,ArrowRight,True,False,26.0,,0,False
3123,83,322,42,value training,False,./assets/img/ocean/memory/30.jpg,ocean,5.0,False,False,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",3,,,True,3,460.59999999403954,293.20000000298023,ArrowDown,ArrowLeft,False,False,26.0,,0,False
3124,84,324,42,value training,False,./assets/img/ocean/memory/22.jpg,ocean,17.0,False,False,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",4,,,True,3,920.9000000059605,335.59999999403954,ArrowDown,ArrowRight,False,True,26.0,,0,False
3125,85,326,42,value training,False,./assets/img/ocean/memory/1.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",5,,,True,3,505.20000000298023,287.20000000298023,ArrowUp,ArrowLeft,True,True,26.0,,0,True
3126,86,328,42,value training,False,./assets/img/ocean/memory/33.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",6,,,True,3,744.2000000029802,430.0,ArrowUp,ArrowLeft,True,True,26.0,,5,True
3128,88,332,42,value training,False,./assets/img/ocean/memory/13.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",7,,,True,3,497.59999999403954,249.90000000596046,ArrowUp,ArrowLeft,True,True,26.0,,5,True
3129,89,334,42,value training,False,./assets/img/ocean/memory/29.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",8,,,True,3,430.5,257.19999998807907,ArrowUp,ArrowLeft,True,True,26.0,,5,True
3130,90,336,42,value training,False,./assets/img/ocean/memory/11.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",9,,,True,3,463.20000000298023,265.09999999403954,ArrowUp,ArrowLeft,True,True,26.0,,5,True
3132,92,340,42,value training,False,./assets/img/ocean/memory/7.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",10,,,True,3,420.79999999701977,301.6000000089407,ArrowUp,ArrowLeft,True,True,26.0,,5,True
3133,93,342,42,value training,False,./assets/img/ocean/memory/24.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",11,,,True,3,624.1000000089407,325.30000001192093,ArrowUp,ArrowLeft,True,True,26.0,,10,True
3134,94,344,42,value training,False,./assets/img/ocean/memory/32.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",12,,,True,3,462.80000001192093,328.90000000596046,ArrowUp,ArrowLeft,True,True,26.0,,10,True
3135,95,346,42,value training,False,./assets/img/ocean/memory/33.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",13,,,True,3,534.9000000059605,399.29999999701977,ArrowUp,ArrowLeft,True,True,26.0,,10,True
3136,96,348,42,value training,False,./assets/img/ocean/memory/28.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",14,,,True,3,583.0,302.09999999403954,ArrowUp,ArrowLeft,True,True,26.0,,10,True
3137,97,350,42,value training,False,./assets/img/ocean/memory/16.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",15,,,True,3,516.0999999940395,394.59999999403954,ArrowUp,ArrowLeft,True,True,26.0,,10,True
3139,99,354,42,value training,False,./assets/img/ocean/memory/7.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",16,,,True,3,423.79999999701977,397.29999999701977,ArrowUp,ArrowLeft,True,True,26.0,,15,True
3140,100,356,42,value training,False,./assets/img/ocean/memory/21.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",17,,,True,3,722.6999999880791,365.0,ArrowUp,ArrowLeft,True,True,26.0,,15,True
3141,101,358,42,value training,False,./assets/img/ocean/memory/38.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",18,,,True,3,402.79999999701977,914.8000000119209,ArrowUp,ArrowLeft,True,True,26.0,,15,True
3142,102,360,42,value training,False,./assets/img/ocean/memory/32.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",19,,,True,3,433.90000000596046,365.90000000596046,ArrowUp,ArrowLeft,True,True,26.0,,15,True
3143,103,362,42,value training,False,./assets/img/ocean/memory/27.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",20,,,True,3,453.69999998807907,969.7000000029802,ArrowUp,ArrowLeft,True,True,26.0,,15,True
3144,104,364,42,value training,False,./assets/img/ocean/memory/36.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",21,,,True,3,556.5999999940395,280.0,ArrowUp,ArrowLeft,True,True,26.0,,20,True
3145,105,366,42,value training,False,./assets/img/ocean/memory/3.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",22,,,True,3,479.19999998807907,280.8999999910593,ArrowUp,ArrowLeft,True,True,26.0,,20,True
3147,107,370,42,value training,False,./assets/img/ocean/memory/19.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",23,,,True,3,548.4000000059605,287.09999999403954,ArrowUp,ArrowLeft,True,True,26.0,,20,True
3148,108,372,42,value training,False,./assets/img/ocean/memory/11.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",24,,,True,3,592.6000000089407,267.90000000596046,ArrowUp,ArrowLeft,True,True,26.0,,20,True
3149,109,374,42,value training,False,./assets/img/ocean/memory/19.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",25,,,True,3,692.7999999970198,260.6000000089407,ArrowUp,ArrowLeft,True,True,26.0,,20,True
3151,111,378,42,value training,False,./assets/img/ocean/memory/0.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",26,,,True,3,496.19999998807907,255.19999998807907,ArrowUp,ArrowLeft,True,True,26.0,,25,True
3153,113,382,42,value training,False,./assets/img/ocean/memory/1.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",27,,,True,3,562.5,343.3999999910593,ArrowUp,ArrowLeft,True,True,26.0,,25,True
3155,115,386,42,value training,False,./assets/img/ocean/memory/3.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",28,,,True,3,599.0,410.8999999910593,ArrowUp,ArrowLeft,True,True,26.0,,25,True
3156,116,388,42,value training,False,./assets/img/ocean/memory/25.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",29,,,True,3,531.5,354.19999998807907,ArrowUp,ArrowLeft,True,True,26.0,,25,True
3157,117,390,42,value training,False,./assets/img/ocean/memory/35.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",30,,,True,3,522.0999999940395,304.90000000596046,ArrowUp,ArrowLeft,True,True,26.0,,25,True
3158,118,392,42,value training,False,./assets/img/ocean/memory/30.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",31,,,True,3,472.1000000089407,298.59999999403954,ArrowUp,ArrowLeft,True,True,26.0,,30,True
3159,119,394,42,value training,False,./assets/img/ocean/memory/28.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",32,,,True,3,487.29999999701977,298.40000000596046,ArrowUp,ArrowLeft,True,True,26.0,,30,True
3160,120,396,42,value training,False,./assets/img/ocean/memory/27.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",33,,,True,3,539.7999999970198,389.5,ArrowUp,ArrowLeft,True,True,26.0,,30,True
3161,121,398,42,value training,False,./assets/img/ocean/memory/36.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",34,,,True,3,488.0,458.3999999910593,ArrowUp,ArrowLeft,True,True,26.0,,30,True
3162,122,400,42,value training,False,./assets/img/ocean/memory/0.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",35,,,True,3,703.2999999970198,378.40000000596046,ArrowUp,ArrowLeft,True,True,26.0,,30,True
3163,123,402,42,value training,False,./assets/img/ocean/memory/16.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",36,,,True,3,502.90000000596046,318.0,ArrowUp,ArrowLeft,True,True,26.0,,35,True
3164,124,404,42,value training,False,./assets/img/ocean/memory/13.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",37,,,True,3,614.0,469.8999999910593,ArrowUp,ArrowLeft,True,True,26.0,,35,True
3165,125,406,42,value training,False,./assets/img/ocean/memory/35.jpg,ocean,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",38,,,True,3,456.29999999701977,387.5,ArrowUp,ArrowLeft,True,True,26.0,,35,True
