"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1611","0.0-0.0","spark_pilot_2","7515","7","23","Male","[{""event"":""blur"",""trial"":1,""time"":2441},{""event"":""focus"",""trial"":1,""time"":3468},{""event"":""focus"",""trial"":1,""time"":3468},{""event"":""fullscreenenter"",""trial"":2,""time"":13406},{""event"":""fullscreenexit"",""trial"":61,""time"":354472},{""event"":""blur"",""trial"":61,""time"":356215},{""event"":""focus"",""trial"":61,""time"":393312},{""event"":""focus"",""trial"":61,""time"":393312},{""event"":""blur"",""trial"":61,""time"":394394},{""event"":""focus"",""trial"":61,""time"":441270},{""event"":""focus"",""trial"":61,""time"":441271},{""event"":""blur"",""trial"":113,""time"":827436},{""event"":""focus"",""trial"":113,""time"":843663},{""event"":""focus"",""trial"":113,""time"":843663}]","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","7907","0.0-1.0","spark_pilot_2","7515","7","23","Male","[{""event"":""blur"",""trial"":1,""time"":2441},{""event"":""focus"",""trial"":1,""time"":3468},{""event"":""focus"",""trial"":1,""time"":3468},{""event"":""fullscreenenter"",""trial"":2,""time"":13406},{""event"":""fullscreenexit"",""trial"":61,""time"":354472},{""event"":""blur"",""trial"":61,""time"":356215},{""event"":""focus"",""trial"":61,""time"":393312},{""event"":""focus"",""trial"":61,""time"":393312},{""event"":""blur"",""trial"":61,""time"":394394},{""event"":""focus"",""trial"":61,""time"":441270},{""event"":""focus"",""trial"":61,""time"":441271},{""event"":""blur"",""trial"":113,""time"":827436},{""event"":""focus"",""trial"":113,""time"":843663},{""event"":""focus"",""trial"":113,""time"":843663}]","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","14360","0.0-2.0","spark_pilot_2","7515","7","23","Male","","true","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","3","15485","0.0-3.0","spark_pilot_2","7515","7","23","Male","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","4","17025","0.0-4.0-0.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","1425","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","","","",""
"learning-instructions","5","25560","0.0-4.0-1.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","1575","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","6","37646","0.0-4.0-1.0-0.1","spark_pilot_2","7515","7","23","Male","","","","","","","","3692","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","7","48548","0.0-4.0-1.0-0.2","spark_pilot_2","7515","7","23","Male","","","","","","","","2659","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","8","63536","0.0-4.0-1.0-0.3","spark_pilot_2","7515","7","23","Male","","","","","","","","1858.0000000000073","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","75971","0.0-4.0-1.0-0.4","spark_pilot_2","7515","7","23","Male","","","","","","","","1037","<p> On every turn, you will see a picture of the place that you are in, but the specific image may be different each time. </p>
            <p> For example, both of these images mean you are in outer space. </p>
            <img src='./assets/img/instructions/outerspace.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","86257","0.0-4.0-1.0-0.5","spark_pilot_2","7515","7","23","Male","","","","","","","","2471","<p> You need to decide which direction to travel in. </p>
            <p> You can choose between going <b>up or down</b> by using the arrow keys. </p>
            <img src='./assets/img/instructions/updown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","96725","0.0-4.0-1.0-0.6","spark_pilot_2","7515","7","23","Male","","","","","","","","1676.9999999999854","<p> You will have <b>2 seconds</b> to make your choice. </p>
            <p> If you do not make a choice within 2 seconds, you will not find an animal or earn treasure. </p>
            <img src='./assets/img/instructions/2seconds.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","12","105260","0.0-4.0-1.0-0.7","spark_pilot_2","7515","7","23","Male","","","","","","","","1513","<p> Let’s try practicing that now! </p>
            <p> When you see a picture of the place you are in, press the <b>up</b> key to travel up. </p>
            <img src='./assets/img/instructions/pressUp.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","13","109274","0.0-4.0-2.0-0.0","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1174]","./assets/img/space/0.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","14","109775","0.0-4.0-2.0-1.0","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","15","113780","0.0-4.0-2.0-0.1","spark_pilot_2","7515","7","23","Male","","","false","","","","","[660.0000000000146]","./assets/img/space/1.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","16","114281","0.0-4.0-2.0-1.1","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","17","118285","0.0-4.0-2.0-0.2","spark_pilot_2","7515","7","23","Male","","","false","","","","","[977]","./assets/img/space/2.jpg","[""ArrowUp""]","first stage practice","space","0","null","null","ArrowUp","false","","","","","","","",""
"html-keyboard-response","18","118787","0.0-4.0-2.0-1.2","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","19","126434","0.0-4.0-3.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","2960.0000000000146","<p> Great job! Now try pressing the <b>down</b> key to travel down. </p>
            <img src='./assets/img/instructions/pressDown.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","20","130439","0.0-4.0-4.0-0.0","spark_pilot_2","7515","7","23","Male","","","false","","","","","[505.00000000001455]","./assets/img/space/3.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","21","130940","0.0-4.0-4.0-1.0","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","22","134945","0.0-4.0-4.0-0.1","spark_pilot_2","7515","7","23","Male","","","false","","","","","[734]","./assets/img/space/4.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","23","135447","0.0-4.0-4.0-1.1","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","24","139450","0.0-4.0-4.0-0.2","spark_pilot_2","7515","7","23","Male","","","false","","","","","[779]","./assets/img/space/5.jpg","[""ArrowDown""]","first stage practice","space","0","null","null","ArrowDown","false","","","","","","","",""
"html-keyboard-response","25","139951","0.0-4.0-4.0-1.2","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","26","152257","0.0-4.0-5.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","2472.000000000029","<p> The animals don’t move, so the animal in the upper part of a place will stay in the upper part of a place, and the animal in the lower part of a place will stay in the lower part of a place. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","27","163160","0.0-4.0-5.0-0.1","spark_pilot_2","7515","7","23","Male","","","","","","","","1791","<p> Each animal has two treasure chests for you to choose from. </p>
            <p> The amount of treasure in each chest can range from <b> 0 to 40 pieces.</b></p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","28","180329","0.0-4.0-5.0-0.2","spark_pilot_2","7515","7","23","Male","","","","","","","","6000","<p> You should decide which chest to search for treasure by using the <b>left</b> and <b>right</b> arrow keys. </p>
            <p><b> Pay attention to which animal is on the screen, as the animals have different treasure chests. </b></p>
            <img src='./assets/img/instructions/leftright.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","29","187297","0.0-4.0-5.0-0.3","spark_pilot_2","7515","7","23","Male","","","","","","","","619","<p> Let’s try practicing that now. </p>
            <p> When you see an animal, choose which chest to search for treasure. </p>
            <img src='./assets/img/instructions/chooseChest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","30","191302","0.0-4.0-6.0-0.0","spark_pilot_2","7515","7","23","Male","","","false","","","","","[801]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","31","191803","0.0-4.0-6.0-1.0","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","32","195808","0.0-4.0-6.0-0.1","spark_pilot_2","7515","7","23","Male","","","false","","","","","[437]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","second stage practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","33","196310","0.0-4.0-6.0-1.1","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","34","200314","0.0-4.0-6.0-0.2","spark_pilot_2","7515","7","23","Male","","","false","","","","","[475]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","second stage practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","35","200816","0.0-4.0-6.0-1.2","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","36","204821","0.0-4.0-6.0-0.3","spark_pilot_2","7515","7","23","Male","","","false","","","","","[496]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","second stage practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","37","205322","0.0-4.0-6.0-1.3","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","38","228344","0.0-4.0-7.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","6221","<p> Great job. Now let’s try putting it together. </p>
            <p> On each turn, you will first see a picture to remind you of the place you are in, and you need to choose whether to go up or down. </p>
            <p> Then you will see an animal and choose which of its chests to search for treasure. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","39","240863","0.0-4.0-7.0-0.1","spark_pilot_2","7515","7","23","Male","","","","","","","","4280.000000000029","<p> When you choose whether to go up or down, try to go to the animal with the chest with the most treasure. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","40","246868","0.0-4.0-8.0-0.0","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1066,762]","./assets/img/space/6.jpg","[""ArrowUp"",""ArrowRight""]","full practice","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","41","247368","0.0-4.0-8.0-1.0","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","42","253373","0.0-4.0-8.0-0.1","spark_pilot_2","7515","7","23","Male","","","false","","","","","[569,673]","./assets/img/space/7.jpg","[""ArrowDown"",""ArrowLeft""]","full practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","43","253874","0.0-4.0-8.0-1.1","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","44","259877","0.0-4.0-8.0-0.2","spark_pilot_2","7515","7","23","Male","","","false","","","","","[751,567]","./assets/img/space/8.jpg","[""ArrowDown"",""ArrowRight""]","full practice","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","45","260379","0.0-4.0-8.0-1.2","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","46","266384","0.0-4.0-8.0-0.3","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1302,876]","./assets/img/space/9.jpg","[""ArrowDown"",""ArrowLeft""]","full practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","47","266884","0.0-4.0-8.0-1.3","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","48","272890","0.0-4.0-8.0-0.4","spark_pilot_2","7515","7","23","Male","","","false","","","","","[691,404]","./assets/img/space/10.jpg","[""ArrowDown"",""ArrowLeft""]","full practice","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","49","273392","0.0-4.0-8.0-1.4","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","50","285695","0.0-4.0-9.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","2011","<p> One last thing: sometimes, you will see a robber. The robber can be anywhere in the picture. </p>
            <p> If you do not stop them, you will lose treasure. </p>
            <img src='./assets/img/instructions/robber.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","51","293697","0.0-4.0-9.0-0.1","spark_pilot_2","7515","7","23","Male","","","","","","","","853","<p> If you see the robber, you should <b>press the space bar</b> rather than using the arrow keys. </p>
            <p> Try practicing that now! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","52","297701","0.0-4.0-10.0-0.0","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1871.9999999999418]","./assets/img/space/catch/0.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","53","298202","0.0-4.0-10.0-1.0","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","54","302207","0.0-4.0-10.0-0.1","spark_pilot_2","7515","7","23","Male","","","false","","","","","[901]","./assets/img/space/catch/1.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","55","302708","0.0-4.0-10.0-1.1","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","56","306712","0.0-4.0-10.0-0.2","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1077]","./assets/img/space/catch/2.jpg","[""spaceBar""]","catch practice","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","57","307213","0.0-4.0-10.0-1.2","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","58","327640","0.0-4.0-11.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","6854","<p> After you explore a place to find treasure, it will be time to play a different game. </p>
            <p> During this game, red dots will appear on the screen and fall down slowly. </p>
            <p><b> You must click on them before they reach the bottom. </b></p>
            <img src='./assets/img/instructions/dotGame.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","59","334142","0.0-4.0-11.0-0.1","spark_pilot_2","7515","7","23","Male","","","","","","","","840","<p> For every dot you click, you will earn additional treasure. </p>
            <p> Let’s try practicing that now. </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","60","349145","0.0-4.0-12.0-0.0","spark_pilot_2","7515","7","23","Male","[{""event"":""blur"",""trial"":1,""time"":2441},{""event"":""focus"",""trial"":1,""time"":3468},{""event"":""focus"",""trial"":1,""time"":3468},{""event"":""fullscreenenter"",""trial"":2,""time"":13406},{""event"":""fullscreenexit"",""trial"":61,""time"":354472},{""event"":""blur"",""trial"":61,""time"":356215},{""event"":""focus"",""trial"":61,""time"":393312},{""event"":""focus"",""trial"":61,""time"":393312},{""event"":""blur"",""trial"":61,""time"":394394},{""event"":""focus"",""trial"":61,""time"":441270},{""event"":""focus"",""trial"":61,""time"":441271},{""event"":""blur"",""trial"":113,""time"":827436},{""event"":""focus"",""trial"":113,""time"":843663},{""event"":""focus"",""trial"":113,""time"":843663}]","","","","","","","[65]","","","rest practice","","10","","","","","0","15000","","","","","",""
"learning-instructions","61","442561","0.0-4.0-13.0-0.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","88192","<p> Now, you will practice a shortened version of the game to get a sense of how it all fits together. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","62","451313","0.0-4.0-13.0-0.0-0.1","spark_pilot_2","7515","7","23","Male","","","","","","","","5573","<p>This time you are searching for treasure in outer space.</p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","63","478035","0.0-4.0-13.0-1.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","10893.000000000058","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","64","482040","0.0-4.0-13.0-2.0-0.0","spark_pilot_2","7515","7","23","Male","","","true","","","","","[]","./assets/img/space/11.jpg","[]","practice block","space","-5","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","","false","","","","","","","",""
"html-keyboard-response","65","482541","0.0-4.0-13.0-2.0-1.0","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","66","488545","0.0-4.0-13.0-2.0-0.1","spark_pilot_2","7515","7","23","Male","","","false","","","","","[640,784]","./assets/img/space/12.jpg","[""ArrowDown"",""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","67","489046","0.0-4.0-13.0-2.0-1.1","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","68","495050","0.0-4.0-13.0-2.0-0.2","spark_pilot_2","7515","7","23","Male","","","false","","","","","[519,567]","./assets/img/space/13.jpg","[""ArrowUp"",""ArrowLeft""]","practice block","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","69","495551","0.0-4.0-13.0-2.0-1.2","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","70","501555","0.0-4.0-13.0-2.0-0.3","spark_pilot_2","7515","7","23","Male","","","false","","","","","[670,668.9999999999418]","./assets/img/space/14.jpg","[""ArrowDown"",""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowRight","false","","","","","","","",""
"html-keyboard-response","71","502056","0.0-4.0-13.0-2.0-1.3","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","72","508059","0.0-4.0-13.0-2.0-0.4","spark_pilot_2","7515","7","23","Male","","","false","","","","","[965.0000000000582,869]","./assets/img/space/11.jpg","[""ArrowUp"",""ArrowLeft""]","practice block","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","73","508560","0.0-4.0-13.0-2.0-1.4","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","74","514563","0.0-4.0-13.0-2.0-0.5","spark_pilot_2","7515","7","23","Male","","","false","","","","","[565,1133]","./assets/img/space/12.jpg","[""ArrowUp"",""ArrowLeft""]","practice block","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","75","515065","0.0-4.0-13.0-2.0-1.5","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","76","521068","0.0-4.0-13.0-2.0-0.6","spark_pilot_2","7515","7","23","Male","","","false","","","","","[796.0000000000582,700.0000000000582]","./assets/img/space/13.jpg","[""ArrowDown"",""ArrowLeft""]","practice block","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","false","","","","","","","",""
"html-keyboard-response","77","521569","0.0-4.0-13.0-2.0-1.6","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","78","527572","0.0-4.0-13.0-2.0-0.7","spark_pilot_2","7515","7","23","Male","","","false","","","","","[508,602.9999999998836]","./assets/img/space/14.jpg","[""ArrowUp"",""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","false","","","","","","","",""
"html-keyboard-response","79","528073","0.0-4.0-13.0-2.0-1.7","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","80","532076","0.0-4.0-13.0-2.0-0.8","spark_pilot_2","7515","7","23","Male","","","false","","","","","[924]","./assets/img/space/catch/3.jpg","[""spaceBar""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","spaceBar","true","","","","","","","",""
"html-keyboard-response","81","532577","0.0-4.0-13.0-2.0-1.8","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","82","547742","0.0-4.0-13.0-3.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","1625","<p> Now, you will travel with a friend who will choose whether you go up or down first. </p>
            <p> On these turns, you will just see the animal that they found. You will still get to choose which chest to search for treasure.</p>","","instructions","","","","","","","","","","","","","",""
"revaluation","83","551747","0.0-4.0-13.0-4.0-0.0","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1037]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","84","552248","0.0-4.0-13.0-4.0-1.0","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","85","556251","0.0-4.0-13.0-4.0-0.1","spark_pilot_2","7515","7","23","Male","","","false","","","","","[940]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","86","556753","0.0-4.0-13.0-4.0-1.1","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","87","560755","0.0-4.0-13.0-4.0-0.2","spark_pilot_2","7515","7","23","Male","","","false","","","","","[452]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","practice block","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","88","561256","0.0-4.0-13.0-4.0-1.2","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
