"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","trial_num","condition","order","bonus"
"html-keyboard-response","88","478427","0.0-4.0-15.0-2.0-1.8","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","89","492743","0.0-4.0-15.0-3.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","1414.0000000000582","<p> Now, you will travel with a friend who will choose whether you go up or down first. </p>
            <p> On these turns, you will just see the animal that they found. You will still get to choose which chest to search for treasure.</p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","90","505436","0.0-4.0-15.0-3.0-0.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","1065.0000000000582","<p> In this part, you will also hear beeps from your friend and see special treasure chests that need a password. </p>
            <p> Do your best to count the high beeps <b>and</b> choose between each animals' chests at the same time.</p>
            <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","91","509457","0.0-4.0-15.0-4.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[974.0000000000582]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","[""19_0""]","","","","0","","",""
"html-keyboard-response","92","509960","0.0-4.0-15.0-4.0-1.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","93","513985","0.0-4.0-15.0-4.0-0.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[986.9999999999418]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","[""20_0""]","","","","1","","",""
"html-keyboard-response","94","514487","0.0-4.0-15.0-4.0-1.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","95","518508","0.0-4.0-15.0-4.0-0.2","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[626]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","practice block","space","15","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","[""21_1""]","","","","2","","",""
"html-keyboard-response","96","519010","0.0-4.0-15.0-4.0-1.2","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","97","523031","0.0-4.0-15.0-4.0-0.3","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[560.0000000000582]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","[""22_3""]","","","","3","","",""
"html-keyboard-response","98","523534","0.0-4.0-15.0-4.0-1.3","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"html-slider-response","99","527370","0.0-4.0-15.0-4.0-2.3-0.3","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","3833","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","2","beep chest","","","","false","","","","50","82","80","","","",""
"learning-instructions","100","535486","0.0-4.0-15.0-6.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<p> You have almost finished this part of the game! </p>
            <p> We are going to ask you to make a few more choices. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","101","551478","0.0-4.0-15.0-6.0-0.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<p> First, you need to decide whether to go up or down. When you see each picture, use the arrow keys to make your choice. </p>
            <p><b>You will not see which animal you found, but try to get to the one that will give you the most treasure.</b></p>","","instructions","","","","","","","","","","","","","",""
"html-keyboard-response","102","552480","0.0-4.0-15.0-7.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:100px;color:red;"">Starting in...</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","103","553481","0.0-4.0-15.0-7.0-1.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:200px;color:red;"">3</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","104","554482","0.0-4.0-15.0-7.0-2.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:200px;color:red;"">2</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","105","555483","0.0-4.0-15.0-7.0-3.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:200px;color:red;"">1</div>","null","","","","","","","","","","","","","","",""
"revaluation","106","555995","0.0-4.0-15.0-8.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[494]","./assets/img/space/15.jpg","[""ArrowUp""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp","false","","","","","","","",""
"html-keyboard-response","107","556496","0.0-4.0-15.0-9.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","108","569849","0.0-4.0-15.0-10.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<p> Now you will see the animals again and can search their chests for treasure. </p>
            <p> This time, you will not see how much treasure you earned, but you will earn more bonus money for making better choices. </p>","","instructions","","","","","","","","","","","","","",""
"html-keyboard-response","109","570851","0.0-4.0-15.0-11.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:100px;color:red;"">Starting in...</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","110","571854","0.0-4.0-15.0-11.0-1.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:200px;color:red;"">3</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","111","572855","0.0-4.0-15.0-11.0-2.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:200px;color:red;"">2</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","112","573856","0.0-4.0-15.0-11.0-3.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:200px;color:red;"">1</div>","null","","","","","","","","","","","","","","",""
"revaluation","113","574111","0.0-4.0-15.0-12.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[238]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","114","574613","0.0-4.0-15.0-12.0-1.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","115","575144","0.0-4.0-15.0-12.0-0.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[512]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","116","575646","0.0-4.0-15.0-12.0-1.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","117","581488","0.0-4.0-16.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","1266","<p> Before you start, we're going to ask you a few questions about how the game works. </p>","","instructions","","","","","","","","","","","","","",""
"comp-q","118","588049","0.0-4.0-17.0-0.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","983","<p> <b> True or False? </b> </p>
            <p> There can be 50 pieces of treasure in a given animal's chest. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","119","596315","0.0-4.0-17.0-0.0-1.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","1615","<p> <b> That's right! </b> The amount of treasure in each chest can range from 0 to 40 pieces. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","120","605768","0.0-4.0-17.0-0.1-0.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","2348","<p> <b> True or False? </b> </p><p> In this game, all animals have the same amount of treasure in their left and right chests. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","121","611782","0.0-4.0-17.0-0.1-1.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","788","<p> <b> That's right! </b> Animals have different amounts of treasure in their treasure chests. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","122","618982","0.0-4.0-17.0-0.2-0.2","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","1359","<p> <b> True or False? </b> </p><p> The same animal will always be there if you go up in the same place. </p>","0","comp_question","","","","true","","","","","","","","","",""
"comp-q","123","626421","0.0-4.0-17.0-0.2-1.2","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","1001","<p> <b> That's right! </b> One animal lives in the upper part and one lives in the lower part of every place. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","124","632688","0.0-4.0-17.0-0.3-0.3","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","750","<p> <b> True or False? </b> </p><p> If you see a different picture, it means you are in a new place. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","125","645955","0.0-4.0-17.0-0.3-1.3","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","2054","<p> <b> That's right! </b> Lots of different images may show the same place. For example,  you may see three different images that all remind you that you are in outer space. </p>","0","comp_answer","","","","","","","","","","","","","",""
"learning-instructions","126","657209","0.0-4.0-18.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","1417","<p> Good job. Remember to do your best because the amount of treasure you earn will be converted into bonus money. </p>
            <p> It’s time to start the real game! </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","127","662200","0.0-5.0-0.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","2226","<p> This time you are searching for treasure in the <b>canyon</b>.</p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","128","680168","0.0-5.0-0.0-0.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","691","<p><b>New</b> animals with <b>new</b> treasure chests live here. You need to explore to discover where the animal with the best treasure chest is.</p>
                    <p> Like before, once you figure out which animal has the chest with the most treasure, you should try to get to that animal and select that chest! </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","129","695581","0.0-5.0-1.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","682","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","130","701605","0.0-5.0-2.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[1247,713]","./assets/img/canyon/memory/39.jpg","[""ArrowUp"",""ArrowRight""]","value training","canyon","10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowRight","false","","","","","0","original","1",""
"html-keyboard-response","131","702107","0.0-5.0-2.0-1.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","1","","",""
"revaluation","132","708132","0.0-5.0-2.0-0.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[860,436]","./assets/img/canyon/memory/22.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","2","original","1",""
"html-keyboard-response","133","708634","0.0-5.0-2.0-1.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","3","","",""
"revaluation","134","714656","0.0-5.0-2.0-0.2","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[703,301]","./assets/img/canyon/memory/28.jpg","[""ArrowUp"",""ArrowLeft""]","value training","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowLeft","false","","","","","4","original","1",""
"html-keyboard-response","135","715158","0.0-5.0-2.0-1.2","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","5","","",""
"revaluation","136","721183","0.0-5.0-2.0-0.3","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[590,300.0000000001164]","./assets/img/canyon/memory/39.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","6","original","1",""
"html-keyboard-response","137","721684","0.0-5.0-2.0-1.3","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","7","","",""
"revaluation","138","727705","0.0-5.0-2.0-0.4","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[501.9999999998836,302.0000000001164]","./assets/img/canyon/memory/38.jpg","[""ArrowUp"",""ArrowLeft""]","value training","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowLeft","false","","","","","8","original","1",""
"html-keyboard-response","139","728207","0.0-5.0-2.0-1.4","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","9","","",""
"revaluation","140","734229","0.0-5.0-2.0-0.5","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[552,863]","./assets/img/canyon/memory/36.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","10","original","1",""
"html-keyboard-response","141","734731","0.0-5.0-2.0-1.5","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","11","","",""
"revaluation","142","740752","0.0-5.0-2.0-0.6","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[1138,371]","./assets/img/canyon/memory/4.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","12","original","1",""
"html-keyboard-response","143","741255","0.0-5.0-2.0-1.6","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","13","","",""
"revaluation","144","747279","0.0-5.0-2.0-0.7","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[345,101]","./assets/img/canyon/memory/35.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","14","original","1",""
"html-keyboard-response","145","747780","0.0-5.0-2.0-1.7","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","15","","",""
"revaluation","146","753805","0.0-5.0-2.0-0.8","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[412,323]","./assets/img/canyon/memory/37.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","16","original","1",""
"html-keyboard-response","147","754306","0.0-5.0-2.0-1.8","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","17","","",""
"revaluation","148","760328","0.0-5.0-2.0-0.9","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[708,307]","./assets/img/canyon/memory/25.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","18","original","1",""
"html-keyboard-response","149","760830","0.0-5.0-2.0-1.9","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","19","","",""
"revaluation","150","766850","0.0-5.0-2.0-0.10","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[281,306]","./assets/img/canyon/memory/28.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","20","original","1",""
"html-keyboard-response","151","767352","0.0-5.0-2.0-1.10","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","21","","",""
"revaluation","152","773376","0.0-5.0-2.0-0.11","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[394.0000000001164,330.0000000001164]","./assets/img/canyon/memory/32.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","22","original","1",""
"html-keyboard-response","153","773877","0.0-5.0-2.0-1.11","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","23","","",""
"revaluation","154","779898","0.0-5.0-2.0-0.12","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[288,538]","./assets/img/canyon/memory/21.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","24","original","1",""
"html-keyboard-response","155","780400","0.0-5.0-2.0-1.12","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","25","","",""
"revaluation","156","786422","0.0-5.0-2.0-0.13","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[510.0000000001164,357]","./assets/img/canyon/memory/40.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","26","original","1",""
"html-keyboard-response","157","786924","0.0-5.0-2.0-1.13","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","27","","",""
"revaluation","158","792945","0.0-5.0-2.0-0.14","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[444,671]","./assets/img/canyon/memory/3.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","28","original","1",""
"html-keyboard-response","159","793447","0.0-5.0-2.0-1.14","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","29","","",""
"revaluation","160","799458","0.0-5.0-2.0-0.15","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[502,278]","./assets/img/canyon/memory/16.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","30","original","1",""
"html-keyboard-response","161","799960","0.0-5.0-2.0-1.15","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","31","","",""
"revaluation","162","803983","0.0-5.0-2.0-0.16","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[704]","./assets/img/canyon/catch/1.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","32","original","1",""
"html-keyboard-response","163","804484","0.0-5.0-2.0-1.16","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","33","","",""
"revaluation","164","810505","0.0-5.0-2.0-0.17","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[664,548]","./assets/img/canyon/memory/20.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","34","original","1",""
"html-keyboard-response","165","811007","0.0-5.0-2.0-1.17","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","35","","",""
"revaluation","166","815029","0.0-5.0-2.0-0.18","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[592]","./assets/img/canyon/catch/7.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","36","original","1",""
"html-keyboard-response","167","815531","0.0-5.0-2.0-1.18","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","37","","",""
"revaluation","168","821551","0.0-5.0-2.0-0.19","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[708,372]","./assets/img/canyon/memory/15.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","38","original","1",""
"html-keyboard-response","169","822053","0.0-5.0-2.0-1.19","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","39","","",""
"revaluation","170","828077","0.0-5.0-2.0-0.20","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[663,370]","./assets/img/canyon/memory/20.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","40","original","1",""
"html-keyboard-response","171","828578","0.0-5.0-2.0-1.20","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","41","","",""
"revaluation","172","834601","0.0-5.0-2.0-0.21","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[686,438]","./assets/img/canyon/memory/18.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","42","original","1",""
"html-keyboard-response","173","835102","0.0-5.0-2.0-1.21","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","43","","",""
