"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","numberMissed","duration","trial_num","condition","order","bonus"
"revaluation","337","1474428","0.0-5.0-2.1-0.58","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[678.9999999997672,419]","./assets/img/canyon/memory/4.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","16","original","2",""
"html-keyboard-response","338","1474930","0.0-5.0-2.1-1.58","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","17","","",""
"revaluation","339","1480936","0.0-5.0-2.1-0.59","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[666,376.00000000023283]","./assets/img/canyon/memory/37.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","18","original","2",""
"html-keyboard-response","340","1481438","0.0-5.0-2.1-1.59","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","19","","",""
"revaluation","341","1487444","0.0-5.0-2.1-0.60","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[565,358.00000000023283]","./assets/img/canyon/memory/17.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","20","original","2",""
"html-keyboard-response","342","1487946","0.0-5.0-2.1-1.60","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","21","","",""
"revaluation","343","1493952","0.0-5.0-2.1-0.61","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[469,400]","./assets/img/canyon/memory/4.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","22","original","2",""
"html-keyboard-response","344","1494454","0.0-5.0-2.1-1.61","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","23","","",""
"revaluation","345","1500459","0.0-5.0-2.1-0.62","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[668,357]","./assets/img/canyon/memory/12.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","24","original","2",""
"html-keyboard-response","346","1500961","0.0-5.0-2.1-1.62","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","25","","",""
"revaluation","347","1506968","0.0-5.0-2.1-0.63","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[770.9999999997672,409]","./assets/img/canyon/memory/26.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","26","original","2",""
"html-keyboard-response","348","1507469","0.0-5.0-2.1-1.63","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","27","","",""
"revaluation","349","1513475","0.0-5.0-2.1-0.64","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[573.9999999997672,323.99999999976717]","./assets/img/canyon/memory/34.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","28","original","2",""
"html-keyboard-response","350","1513977","0.0-5.0-2.1-1.64","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","29","","",""
"revaluation","351","1519983","0.0-5.0-2.1-0.65","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[670,358]","./assets/img/canyon/memory/12.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","30","original","2",""
"html-keyboard-response","352","1520485","0.0-5.0-2.1-1.65","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","31","","",""
"revaluation","353","1524489","0.0-5.0-2.1-0.66","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[744]","./assets/img/canyon/catch/1.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","","","32","original","2",""
"html-keyboard-response","354","1524991","0.0-5.0-2.1-1.66","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","33","","",""
"revaluation","355","1528996","0.0-5.0-2.1-0.67","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[570]","./assets/img/canyon/catch/4.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","","","34","original","2",""
"html-keyboard-response","356","1529498","0.0-5.0-2.1-1.67","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","35","","",""
"revaluation","357","1535504","0.0-5.0-2.1-0.68","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[655.0000000002328,337]","./assets/img/canyon/memory/6.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","36","original","2",""
"html-keyboard-response","358","1536007","0.0-5.0-2.1-1.68","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","37","","",""
"revaluation","359","1542013","0.0-5.0-2.1-0.69","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1459,490]","./assets/img/canyon/memory/40.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","38","original","2",""
"html-keyboard-response","360","1542515","0.0-5.0-2.1-1.69","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","39","","",""
"revaluation","361","1548521","0.0-5.0-2.1-0.70","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[469,783]","./assets/img/canyon/memory/15.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","40","original","2",""
"html-keyboard-response","362","1549023","0.0-5.0-2.1-1.70","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","41","","",""
"revaluation","363","1555028","0.0-5.0-2.1-0.71","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[591.0000000002328,353]","./assets/img/canyon/memory/38.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","42","original","2",""
"html-keyboard-response","364","1555531","0.0-5.0-2.1-1.71","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","43","","",""
"revaluation","365","1561536","0.0-5.0-2.1-0.72","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[569,371.00000000023283]","./assets/img/canyon/memory/41.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","44","original","2",""
"html-keyboard-response","366","1562038","0.0-5.0-2.1-1.72","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","45","","",""
"revaluation","367","1568044","0.0-5.0-2.1-0.73","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[695,326]","./assets/img/canyon/memory/32.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","46","original","2",""
"html-keyboard-response","368","1568546","0.0-5.0-2.1-1.73","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","47","","",""
"revaluation","369","1574553","0.0-5.0-2.1-0.74","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[495.99999999976717,338]","./assets/img/canyon/memory/6.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","48","original","2",""
"html-keyboard-response","370","1575054","0.0-5.0-2.1-1.74","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","49","","",""
"revaluation","371","1581061","0.0-5.0-2.1-0.75","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[500,362.99999999976717]","./assets/img/canyon/memory/0.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","50","original","2",""
"html-keyboard-response","372","1581563","0.0-5.0-2.1-1.75","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","51","","",""
"revaluation","373","1587569","0.0-5.0-2.1-0.76","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[710,814]","./assets/img/canyon/memory/20.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","52","original","2",""
"html-keyboard-response","374","1588071","0.0-5.0-2.1-1.76","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","53","","",""
"revaluation","375","1594077","0.0-5.0-2.1-0.77","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[606,386]","./assets/img/canyon/memory/32.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","54","original","2",""
"html-keyboard-response","376","1594579","0.0-5.0-2.1-1.77","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","55","","",""
"revaluation","377","1598583","0.0-5.0-2.1-0.78","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[991]","./assets/img/canyon/catch/3.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","","","56","original","2",""
"html-keyboard-response","378","1599085","0.0-5.0-2.1-1.78","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","57","","",""
"revaluation","379","1605091","0.0-5.0-2.1-0.79","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[595.0000000002328,397]","./assets/img/canyon/memory/34.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","58","original","2",""
"html-keyboard-response","380","1605593","0.0-5.0-2.1-1.79","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","59","","",""
"revaluation","381","1609600","0.0-5.0-2.1-0.80","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[564]","./assets/img/canyon/catch/0.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","","","60","original","2",""
"html-keyboard-response","382","1610101","0.0-5.0-2.1-1.80","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","61","","",""
"revaluation","383","1614106","0.0-5.0-2.1-0.81","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[506]","./assets/img/canyon/catch/6.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","","","62","original","2",""
"html-keyboard-response","384","1614607","0.0-5.0-2.1-1.81","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","63","","",""
"revaluation","385","1620613","0.0-5.0-2.1-0.82","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1077,501]","./assets/img/canyon/memory/2.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","64","original","2",""
"html-keyboard-response","386","1621116","0.0-5.0-2.1-1.82","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","65","","",""
"revaluation","387","1625120","0.0-5.0-2.1-0.83","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[583]","./assets/img/canyon/catch/2.jpg","[""ArrowDown""]","value training","canyon","-10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown","true","","","","","","","66","original","2",""
"html-keyboard-response","388","1625622","0.0-5.0-2.1-1.83","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","67","","",""
"revaluation","389","1631628","0.0-5.0-2.1-0.84","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1267,636]","./assets/img/canyon/memory/33.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","68","original","2",""
"html-keyboard-response","390","1632130","0.0-5.0-2.1-1.84","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","69","","",""
"revaluation","391","1638135","0.0-5.0-2.1-0.85","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[620,688]","./assets/img/canyon/memory/41.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","70","original","2",""
"html-keyboard-response","392","1638638","0.0-5.0-2.1-1.85","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","71","","",""
"revaluation","393","1644642","0.0-5.0-2.1-0.86","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[577,369.00000000023283]","./assets/img/canyon/memory/37.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","72","original","2",""
"html-keyboard-response","394","1645144","0.0-5.0-2.1-1.86","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","73","","",""
"revaluation","395","1651150","0.0-5.0-2.1-0.87","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[775,373]","./assets/img/canyon/memory/30.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","74","original","2",""
"html-keyboard-response","396","1651652","0.0-5.0-2.1-1.87","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","75","","",""
"revaluation","397","1657658","0.0-5.0-2.1-0.88","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[666,396]","./assets/img/canyon/memory/15.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","76","original","2",""
"html-keyboard-response","398","1658160","0.0-5.0-2.1-1.88","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","77","","",""
"revaluation","399","1664165","0.0-5.0-2.1-0.89","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[642.9999999997672,362.99999999976717]","./assets/img/canyon/memory/26.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","78","original","2",""
"html-keyboard-response","400","1664667","0.0-5.0-2.1-1.89","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","79","","",""
"revaluation","401","1670673","0.0-5.0-2.1-0.90","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[550,404]","./assets/img/canyon/memory/38.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","80","original","2",""
"html-keyboard-response","402","1671175","0.0-5.0-2.1-1.90","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","81","","",""
"revaluation","403","1677181","0.0-5.0-2.1-0.91","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[612,561.0000000002328]","./assets/img/canyon/memory/39.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","82","original","2",""
"html-keyboard-response","404","1677683","0.0-5.0-2.1-1.91","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","83","","",""
"revaluation","405","1683689","0.0-5.0-2.1-0.92","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[574.0000000002328,456]","./assets/img/canyon/memory/30.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","84","original","2",""
"html-keyboard-response","406","1684191","0.0-5.0-2.1-1.92","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","85","","",""
"revaluation","407","1690198","0.0-5.0-2.1-0.93","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[1668,752]","./assets/img/canyon/memory/17.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","86","original","2",""
"html-keyboard-response","408","1690700","0.0-5.0-2.1-1.93","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","87","","",""
"revaluation","409","1696707","0.0-5.0-2.1-0.94","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[588,363.00000000023283]","./assets/img/canyon/memory/36.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","88","original","2",""
"html-keyboard-response","410","1697209","0.0-5.0-2.1-1.94","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","89","","",""
"revaluation","411","1701213","0.0-5.0-2.1-0.95","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[596]","./assets/img/canyon/catch/7.jpg","[""ArrowDown""]","value training","canyon","-10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown","true","","","","","","","90","original","2",""
"html-keyboard-response","412","1701716","0.0-5.0-2.1-1.95","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","91","","",""
"revaluation","413","1705720","0.0-5.0-2.1-0.96","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[485]","./assets/img/canyon/catch/5.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","","","92","original","2",""
"html-keyboard-response","414","1706222","0.0-5.0-2.1-1.96","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","93","","",""
"revaluation","415","1712228","0.0-5.0-2.1-0.97","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","false","","","","","","[546,436.00000000023283]","./assets/img/canyon/memory/13.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","94","original","2",""
"html-keyboard-response","416","1712730","0.0-5.0-2.1-1.97","pilot_wm_v1","65f647c74af96460db093800","4","null","null","true","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","95","","",""
