"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","trial_num","condition","order","bonus"
"learning-instructions","90","526595","0.0-3.0-15.0-3.0-0.1","pilot_wm_v1","null","8","null","null","false","","","","","","","632.1999999997206","<p> In this part, you will also hear beeps from your friend and see special treasure chests that need a password. </p>
            <p> Do your best to count the high beeps <b>and</b> choose between each animals' chests at the same time.</p>
            <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","91","530618","0.0-3.0-15.0-4.0-0.0","pilot_wm_v1","null","8","null","null","false","","","false","","","","[1151.5]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","[""21_1""]","","","","0","","",""
"html-keyboard-response","92","531134","0.0-3.0-15.0-4.0-1.0","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","93","535146","0.0-3.0-15.0-4.0-0.1","pilot_wm_v1","null","8","null","null","false","","","false","","","","[1188.8000000002794]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","[""19_0""]","","","","1","","",""
"html-keyboard-response","94","535648","0.0-3.0-15.0-4.0-1.1","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","95","539672","0.0-3.0-15.0-4.0-0.2","pilot_wm_v1","null","8","null","null","false","","","false","","","","[674.7000000001863]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","23","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","[""22_3""]","","","","2","","",""
"html-keyboard-response","96","540176","0.0-3.0-15.0-4.0-1.2","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","97","544198","0.0-3.0-15.0-4.0-0.3","pilot_wm_v1","null","8","null","null","false","","","false","","","","[626.7000000001863]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","36","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","[""20_0""]","","","","3","","",""
"html-keyboard-response","98","544702","0.0-3.0-15.0-4.0-1.3","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"html-slider-response","99","547913","0.0-3.0-15.0-4.0-2.3-0.3","pilot_wm_v1","null","8","null","null","false","","","","","","","3210","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","4","","","","","false","","","","50","82","78","","","",""
"learning-instructions","100","556023","0.0-3.0-15.0-6.0-0.0","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<p> You have almost finished this part of the game! </p>
            <p> We are going to ask you to make a few more choices. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","101","572027","0.0-3.0-15.0-6.0-0.1","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<p> First, you need to decide whether to go up or down. When you see each picture, use the arrow keys to make your choice. </p>
            <p><b>You will not see which animal you found, but try to get to the one that will give you the most treasure.</b></p>","","instructions","","","","","","","","","","","","","",""
"html-keyboard-response","102","573038","0.0-3.0-15.0-7.0-0.0","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:100px;color:red;"">Starting in...</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","103","574053","0.0-3.0-15.0-7.0-1.0","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:200px;color:red;"">3</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","104","575069","0.0-3.0-15.0-7.0-2.0","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:200px;color:red;"">2</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","105","576074","0.0-3.0-15.0-7.0-3.0","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:200px;color:red;"">1</div>","null","","","","","","","","","","","","","","",""
"revaluation","106","576604","0.0-3.0-15.0-8.0","pilot_wm_v1","null","8","null","null","false","","","false","","","","[528.1999999992549]","./assets/img/space/15.jpg","[""ArrowUp""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp","false","","","","","","","",""
"html-keyboard-response","107","577107","0.0-3.0-15.0-9.0","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","108","590477","0.0-3.0-15.0-10.0-0.0","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<p> Now you will see the animals again and can search their chests for treasure. </p>
            <p> This time, you will not see how much treasure you earned, but you will earn more bonus money for making better choices. </p>","","instructions","","","","","","","","","","","","","",""
"html-keyboard-response","109","591490","0.0-3.0-15.0-11.0-0.0","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:100px;color:red;"">Starting in...</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","110","592506","0.0-3.0-15.0-11.0-1.0","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:200px;color:red;"">3</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","111","593523","0.0-3.0-15.0-11.0-2.0","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:200px;color:red;"">2</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","112","594524","0.0-3.0-15.0-11.0-3.0","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:200px;color:red;"">1</div>","null","","","","","","","","","","","","","","",""
"revaluation","113","594852","0.0-3.0-15.0-12.0-0.0","pilot_wm_v1","null","8","null","null","false","","","false","","","","[326]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","114","595358","0.0-3.0-15.0-12.0-1.0","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","115","596172","0.0-3.0-15.0-12.0-0.1","pilot_wm_v1","null","8","null","null","false","","","false","","","","[811.6999999992549]","./assets/img/space/animals/rabbit.jpg","[""ArrowRight""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowDown,ArrowRight","","","","","","","","",""
"html-keyboard-response","116","596687","0.0-3.0-15.0-12.0-1.1","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","117","602744","0.0-3.0-16.0-0.0","pilot_wm_v1","null","8","null","null","false","","","","","","","1492.2999999998137","<p> Before you start, we're going to ask you a few questions about how the game works. </p>","","instructions","","","","","","","","","","","","","",""
"comp-q","118","609592","0.0-3.0-17.0-0.0-0.0","pilot_wm_v1","null","8","null","null","false","","","","","","","1280.2000000001863","<p> <b> True or False? </b> </p>
            <p> There can be 50 pieces of treasure in a given animal's chest. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","119","617185","0.0-3.0-17.0-0.0-1.0","pilot_wm_v1","null","8","null","null","false","","","","","","","953.3000000007451","<p> <b> That's right! </b> The amount of treasure in each chest can range from 0 to 40 pieces. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","120","626119","0.0-3.0-17.0-0.1-0.1","pilot_wm_v1","null","8","null","null","false","","","","","","","1827.4000000003725","<p> <b> True or False? </b> </p><p> In this game, all animals have the same amount of treasure in their left and right chests. </p>","0","comp_question","","","","false","","","","","","","","","",""
"comp-q","121","631851","0.0-3.0-17.0-0.1-1.1","pilot_wm_v1","null","8","null","null","false","","","","","","","649.8000000007451","<p> <b>Incorrect.</b> Animals have different amounts of treasure in their treasure chests. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","122","639430","0.0-3.0-17.0-0.2-0.2","pilot_wm_v1","null","8","null","null","false","","","","","","","488.5","<p> <b> True or False? </b> </p><p> In this game, all animals have the same amount of treasure in their left and right chests. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","123","645266","0.0-3.0-17.0-0.2-1.2","pilot_wm_v1","null","8","null","null","false","","","","","","","614.7999999998137","<p> <b> That's right! </b> Animals have different amounts of treasure in their treasure chests. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","124","651498","0.0-3.0-17.0-0.3-0.3","pilot_wm_v1","null","8","null","null","false","","","","","","","397.80000000074506","<p> <b> True or False? </b> </p><p> The same animal will always be there if you go up in the same place. </p>","0","comp_question","","","","true","","","","","","","","","",""
"comp-q","125","658678","0.0-3.0-17.0-0.3-1.3","pilot_wm_v1","null","8","null","null","false","","","","","","","737.9000000003725","<p> <b> That's right! </b> One animal lives in the upper part and one lives in the lower part of every place. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","126","664745","0.0-3.0-17.0-0.4-0.4","pilot_wm_v1","null","8","null","null","false","","","","","","","554.8000000007451","<p> <b> True or False? </b> </p><p> If you see a different picture, it means you are in a new place. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","127","676592","0.0-3.0-17.0-0.4-1.4","pilot_wm_v1","null","8","null","null","false","","","","","","","642.1000000005588","<p> <b> That's right! </b> Lots of different images may show the same place. For example,  you may see three different images that all remind you that you are in outer space. </p>","0","comp_answer","","","","","","","","","","","","","",""
"learning-instructions","128","687073","0.0-3.0-18.0-0.0","pilot_wm_v1","null","8","null","null","false","","","","","","","653.2000000001863","<p> Good job. Remember to do your best because the amount of treasure you earn will be converted into bonus money. </p>
            <p> It’s time to start the real game! </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","129","690441","0.0-4.0-0.0-0.0","pilot_wm_v1","null","8","null","null","false","","","","","","","671.2000000001863","<p> This time you are searching for treasure in the <b>ocean</b>.</p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","130","708472","0.0-4.0-0.0-0.1","pilot_wm_v1","null","8","null","null","false","","","","","","","762.3999999994412","<p><b>New</b> animals with <b>new</b> treasure chests live here. You need to explore to discover where the animal with the best treasure chest is.</p>
                    <p> Like before, once you figure out which animal has the chest with the most treasure, you should try to get to that animal and select that chest! </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","131","723716","0.0-4.0-1.0-0.0","pilot_wm_v1","null","8","null","null","false","","","","","","","506.5","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","132","727736","0.0-4.0-2.0-0.0","pilot_wm_v1","null","8","null","null","false","","","false","","","","[596.0999999996275]","./assets/img/ocean/catch/3.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","0","revaluation","1",""
"html-keyboard-response","133","728251","0.0-4.0-2.0-1.0","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","1","","",""
"revaluation","134","734276","0.0-4.0-2.0-0.1","pilot_wm_v1","null","8","null","null","false","","","false","","","","[532.9000000003725,603.1000000005588]","./assets/img/ocean/memory/20.jpg","[""ArrowUp"",""ArrowRight""]","value training","ocean","10","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowUp,ArrowRight","false","","","","","2","revaluation","1",""
"html-keyboard-response","135","734781","0.0-4.0-2.0-1.1","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","3","","",""
"revaluation","136","740819","0.0-4.0-2.0-0.2","pilot_wm_v1","null","8","null","null","false","","","false","","","","[467,282.20000000018626]","./assets/img/ocean/memory/13.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","4","revaluation","1",""
"html-keyboard-response","137","741322","0.0-4.0-2.0-1.2","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","5","","",""
"revaluation","138","747352","0.0-4.0-2.0-0.3","pilot_wm_v1","null","8","null","null","false","","","false","","","","[686.5,408.6000000005588]","./assets/img/ocean/memory/20.jpg","[""ArrowDown"",""ArrowLeft""]","value training","ocean","5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown,ArrowLeft","false","","","","","6","revaluation","1",""
"html-keyboard-response","139","747867","0.0-4.0-2.0-1.3","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","7","","",""
"revaluation","140","753890","0.0-4.0-2.0-0.4","pilot_wm_v1","null","8","null","null","false","","","false","","","","[653.0999999996275,285.59999999962747]","./assets/img/ocean/memory/41.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","17","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown,ArrowRight","false","","","","","8","revaluation","1",""
"html-keyboard-response","141","754391","0.0-4.0-2.0-1.4","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","9","","",""
"revaluation","142","760394","0.0-4.0-2.0-0.5","pilot_wm_v1","null","8","null","null","false","","","false","","","","[521,208.09999999962747]","./assets/img/ocean/memory/23.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","10","revaluation","1",""
"html-keyboard-response","143","760896","0.0-4.0-2.0-1.5","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","11","","",""
"revaluation","144","766899","0.0-4.0-2.0-0.6","pilot_wm_v1","null","8","null","null","false","","","false","","","","[576.3000000007451,271.69999999925494]","./assets/img/ocean/memory/35.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","12","revaluation","1",""
"html-keyboard-response","145","767401","0.0-4.0-2.0-1.6","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","13","","",""
"revaluation","146","773404","0.0-4.0-2.0-0.7","pilot_wm_v1","null","8","null","null","false","","","false","","","","[390.70000000018626,230.30000000074506]","./assets/img/ocean/memory/21.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","14","revaluation","1",""
"html-keyboard-response","147","773905","0.0-4.0-2.0-1.7","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","15","","",""
"revaluation","148","779909","0.0-4.0-2.0-0.8","pilot_wm_v1","null","8","null","null","false","","","false","","","","[551.1000000005588,253.29999999981374]","./assets/img/ocean/memory/31.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","16","revaluation","1",""
"html-keyboard-response","149","780410","0.0-4.0-2.0-1.8","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","17","","",""
"revaluation","150","786415","0.0-4.0-2.0-0.9","pilot_wm_v1","null","8","null","null","false","","","false","","","","[485.59999999962747,292.20000000018626]","./assets/img/ocean/memory/26.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","18","revaluation","1",""
"html-keyboard-response","151","786916","0.0-4.0-2.0-1.9","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","19","","",""
"revaluation","152","792919","0.0-4.0-2.0-0.10","pilot_wm_v1","null","8","null","null","false","","","false","","","","[468.09999999962747,226.6000000005588]","./assets/img/ocean/memory/16.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","20","revaluation","1",""
"html-keyboard-response","153","793420","0.0-4.0-2.0-1.10","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","21","","",""
"revaluation","154","799424","0.0-4.0-2.0-0.11","pilot_wm_v1","null","8","null","null","false","","","false","","","","[652,227]","./assets/img/ocean/memory/35.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","22","revaluation","1",""
"html-keyboard-response","155","799925","0.0-4.0-2.0-1.11","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","23","","",""
"revaluation","156","805930","0.0-4.0-2.0-0.12","pilot_wm_v1","null","8","null","null","false","","","false","","","","[410.5,177.79999999981374]","./assets/img/ocean/memory/33.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","24","revaluation","1",""
"html-keyboard-response","157","806431","0.0-4.0-2.0-1.12","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","25","","",""
"revaluation","158","812434","0.0-4.0-2.0-0.13","pilot_wm_v1","null","8","null","null","false","","","false","","","","[408.59999999962747,271.69999999925494]","./assets/img/ocean/memory/8.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","26","revaluation","1",""
"html-keyboard-response","159","812936","0.0-4.0-2.0-1.13","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","27","","",""
"revaluation","160","818939","0.0-4.0-2.0-0.14","pilot_wm_v1","null","8","null","null","false","","","false","","","","[415.20000000018626,255.09999999962747]","./assets/img/ocean/memory/8.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","28","revaluation","1",""
"html-keyboard-response","161","819440","0.0-4.0-2.0-1.14","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","29","","",""
"revaluation","162","823443","0.0-4.0-2.0-0.15","pilot_wm_v1","null","8","null","null","false","","","false","","","","[567.9000000003725]","./assets/img/ocean/catch/5.jpg","[""ArrowUp""]","value training","ocean","-10","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowUp","true","","","","","30","revaluation","1",""
"html-keyboard-response","163","823944","0.0-4.0-2.0-1.15","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","31","","",""
"revaluation","164","829948","0.0-4.0-2.0-0.16","pilot_wm_v1","null","8","null","null","false","","","false","","","","[678.9000000003725,214.59999999962747]","./assets/img/ocean/memory/27.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","32","revaluation","1",""
"html-keyboard-response","165","830449","0.0-4.0-2.0-1.16","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","33","","",""
"revaluation","166","836453","0.0-4.0-2.0-0.17","pilot_wm_v1","null","8","null","null","false","","","false","","","","[533.7000000001863,365]","./assets/img/ocean/memory/4.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","34","revaluation","1",""
"html-keyboard-response","167","836954","0.0-4.0-2.0-1.17","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","35","","",""
"revaluation","168","840956","0.0-4.0-2.0-0.18","pilot_wm_v1","null","8","null","null","false","","","false","","","","[685.2000000001863]","./assets/img/ocean/catch/0.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","36","revaluation","1",""
"html-keyboard-response","169","841457","0.0-4.0-2.0-1.18","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","37","","",""
"revaluation","170","847462","0.0-4.0-2.0-0.19","pilot_wm_v1","null","8","null","null","false","","","false","","","","[597.4000000003725,219.90000000037253]","./assets/img/ocean/memory/4.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","38","revaluation","1",""
"html-keyboard-response","171","847964","0.0-4.0-2.0-1.19","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","39","","",""
"revaluation","172","853967","0.0-4.0-2.0-0.20","pilot_wm_v1","null","8","null","null","false","","","false","","","","[459.09999999962747,42.200000000186265]","./assets/img/ocean/memory/3.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","40","revaluation","1",""
"html-keyboard-response","173","854468","0.0-4.0-2.0-1.20","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","41","","",""
"revaluation","174","860473","0.0-4.0-2.0-0.21","pilot_wm_v1","null","8","null","null","false","","","false","","","","[562.5,113.09999999962747]","./assets/img/ocean/memory/1.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","42","revaluation","1",""
"html-keyboard-response","175","860974","0.0-4.0-2.0-1.21","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","43","","",""
"revaluation","176","866977","0.0-4.0-2.0-0.22","pilot_wm_v1","null","8","null","null","false","","","false","","","","[385,112]","./assets/img/ocean/memory/13.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","44","revaluation","1",""
"html-keyboard-response","177","867478","0.0-4.0-2.0-1.22","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","45","","",""
"revaluation","178","873483","0.0-4.0-2.0-0.23","pilot_wm_v1","null","8","null","null","false","","","false","","","","[352.79999999981374,167.20000000018626]","./assets/img/ocean/memory/27.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","46","revaluation","1",""
"html-keyboard-response","179","873983","0.0-4.0-2.0-1.23","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","47","","",""
"revaluation","180","877986","0.0-4.0-2.0-0.24","pilot_wm_v1","null","8","null","null","false","","","false","","","","[471.09999999962747]","./assets/img/ocean/catch/6.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","48","revaluation","1",""
